candidate_id,metadata_url,local_path,status,error
RCTC-01363,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.vx0k6djsv,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01363_dryad.json,0,
RCTC-01363,https://datadryad.org/api/v2/versions/155417,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01363_dryad_version.json,0,
RCTC-01363,https://datadryad.org/api/v2/versions/155417/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01363_dryad_files.json,0,
RCTC-01889,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.bnzs7h4gq,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01889_dryad.json,0,
RCTC-01889,https://datadryad.org/api/v2/versions/245431,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01889_dryad_version.json,0,
RCTC-01889,https://datadryad.org/api/v2/versions/245431/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01889_dryad_files.json,0,
RCTC-00135,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.t4b8gtjg8,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00135_dryad.json,0,
RCTC-00135,https://datadryad.org/api/v2/versions/412309,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00135_dryad_version.json,0,
RCTC-00135,https://datadryad.org/api/v2/versions/412309/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00135_dryad_files.json,0,
RCTC-01930,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.7gt44,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01930_dryad.json,0,
RCTC-01930,https://datadryad.org/api/v2/versions/20121,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01930_dryad_version.json,0,
RCTC-01930,https://datadryad.org/api/v2/versions/20121/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01930_dryad_files.json,0,
RCTC-00888,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.87f03,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00888_dryad.json,0,
RCTC-00888,https://datadryad.org/api/v2/versions/19867,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00888_dryad_version.json,0,
RCTC-00888,https://datadryad.org/api/v2/versions/19867/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00888_dryad_files.json,0,
RCTC-01937,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.p67jf576,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01937_dryad.json,0,
RCTC-01937,https://datadryad.org/api/v2/versions/15294,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01937_dryad_version.json,0,
RCTC-01937,https://datadryad.org/api/v2/versions/15294/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01937_dryad_files.json,0,
RCTC-00893,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.8jf11,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00893_dryad.json,0,
RCTC-00893,https://datadryad.org/api/v2/versions/6729,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00893_dryad_version.json,0,
RCTC-00893,https://datadryad.org/api/v2/versions/6729/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00893_dryad_files.json,0,
RCTC-01912,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.dz08kprtc,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01912_dryad.json,0,
RCTC-01912,https://datadryad.org/api/v2/versions/107372,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01912_dryad_version.json,0,
RCTC-01912,https://datadryad.org/api/v2/versions/107372/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01912_dryad_files.json,0,
RCTC-00175,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.5q1j0,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00175_dryad.json,0,
RCTC-00175,https://datadryad.org/api/v2/versions/5739,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00175_dryad_version.json,0,
RCTC-00175,https://datadryad.org/api/v2/versions/5739/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00175_dryad_files.json,0,
RCTC-05250,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.c3g48,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05250_dryad.json,0,
RCTC-05250,https://datadryad.org/api/v2/versions/10555,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05250_dryad_version.json,0,
RCTC-05250,https://datadryad.org/api/v2/versions/10555/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05250_dryad_files.json,0,
RCTC-00158,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.4m94c,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00158_dryad.json,0,
RCTC-00158,https://datadryad.org/api/v2/versions/24912,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00158_dryad_version.json,0,
RCTC-00158,https://datadryad.org/api/v2/versions/24912/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00158_dryad_files.json,0,
RCTC-05229,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.15dv41nt9,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05229_dryad.json,0,
RCTC-05229,https://datadryad.org/api/v2/versions/81408,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05229_dryad_version.json,0,
RCTC-05229,https://datadryad.org/api/v2/versions/81408/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05229_dryad_files.json,0,
RCTC-00170,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.2n6v4,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00170_dryad.json,0,
RCTC-00170,https://datadryad.org/api/v2/versions/9148,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00170_dryad_version.json,0,
RCTC-00170,https://datadryad.org/api/v2/versions/9148/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00170_dryad_files.json,0,
RCTC-00173,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.6vh02,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00173_dryad.json,0,
RCTC-00173,https://datadryad.org/api/v2/versions/6777,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00173_dryad_version.json,0,
RCTC-00173,https://datadryad.org/api/v2/versions/6777/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00173_dryad_files.json,0,
RCTC-01948,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.jh15q,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01948_dryad.json,0,
RCTC-01948,https://datadryad.org/api/v2/versions/4864,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01948_dryad_version.json,0,
RCTC-01948,https://datadryad.org/api/v2/versions/4864/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01948_dryad_files.json,0,
RCTC-00180,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.90p17,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00180_dryad.json,0,
RCTC-00180,https://datadryad.org/api/v2/versions/2932,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00180_dryad_version.json,0,
RCTC-00180,https://datadryad.org/api/v2/versions/2932/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00180_dryad_files.json,0,
RCTC-00895,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.7p1r30q5,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00895_dryad.json,0,
RCTC-00895,https://datadryad.org/api/v2/versions/4753,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00895_dryad_version.json,0,
RCTC-00895,https://datadryad.org/api/v2/versions/4753/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00895_dryad_files.json,0,
RCTC-01934,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.697r480,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01934_dryad.json,0,
RCTC-01934,https://datadryad.org/api/v2/versions/17169,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01934_dryad_version.json,0,
RCTC-01934,https://datadryad.org/api/v2/versions/17169/files,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01934_dryad_files.json,0,
RCTC-05235,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.kn4gv14,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05235_dryad.json,0,
RCTC-05235,https://datadryad.org/api/v2/versions/30570,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-05235_dryad_version.json,56,curl: (56) The requested URL returned error: 429
RCTC-01383,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.k3j9kd5qd,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-01383_dryad.json,56,curl: (56) The requested URL returned error: 429
RCTC-00161,https://datadryad.org/api/v2/datasets/doi%3A10.5061%2Fdryad.3hg4k,rct_expansion/provenance/landing_page_recheck_2026_06_11/metadata/RCTC-00161_dryad.json,56,curl: (56) The requested URL returned error: 429
