candidate_id,metadata_url,local_path,status,error
RCTC-00079,https://dataverse.no/api/datasets/:persistentId/?persistentId=doi:10.18710/t5bq22,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-00079_dataverse.json,22,curl: (22) The requested URL returned error: 403
RCTC-03215,https://api.figshare.com/v2/articles/4388267/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-03215_figshare.json,0,
RCTC-03207,https://api.figshare.com/v2/articles/4370921/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-03207_figshare.json,0,
RCTC-05855,https://api.figshare.com/v2/articles/4323647/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-05855_figshare.json,0,
RCTC-01009,https://api.figshare.com/v2/articles/4817128,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-01009_figshare.json,0,
RCTC-03182,https://api.figshare.com/v2/articles/5413273,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-03182_figshare.json,0,
RCTC-05858,https://api.figshare.com/v2/articles/4378361/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-05858_figshare.json,0,
RCTC-05849,https://api.figshare.com/v2/articles/4457285/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-05849_figshare.json,0,
RCTC-03212,https://api.figshare.com/v2/articles/4338227/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-03212_figshare.json,0,
RCTC-00458,https://api.figshare.com/v2/articles/4339370/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-00458_figshare.json,0,
RCTC-05859,https://api.figshare.com/v2/articles/4378388/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-05859_figshare.json,0,
RCTC-00459,https://api.figshare.com/v2/articles/4339337/versions/1,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-00459_figshare.json,0,
RCTC-03185,https://api.figshare.com/v2/articles/5504932,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-03185_figshare.json,0,
RCTC-02952,https://api.figshare.com/v2/articles/28632596/versions/2,rct_expansion/provenance/manual_check_verification_2026_06_09/metadata/RCTC-02952_figshare.json,0,
