candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,local_path,download_status,download_error,bytes_downloaded
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,QPSS_RCTData.inp,https://borealisdata.ca/api/access/datafile/922781,application/octet-stream,8048,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/QPSS_RCTData.inp,already_downloaded,,8048
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,QPSS_RCTData.tab,https://borealisdata.ca/api/access/datafile/922779,text/tab-separated-values,302078,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/QPSS_RCTData.tab,already_downloaded,,302829
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,mqol_mi.out,https://borealisdata.ca/api/access/datafile/922782,application/octet-stream,42040,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/mqol_mi.out,already_downloaded,,42040
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,mqol_mi_scores.out,https://borealisdata.ca/api/access/datafile/922778,application/octet-stream,8346,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/mqol_mi_scores.out,already_downloaded,,8346
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,mqol_tot_bysite.out,https://borealisdata.ca/api/access/datafile/922776,application/octet-stream,58656,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/mqol_tot_bysite.out,already_downloaded,,58656
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,mqol_wideformat.out,https://borealisdata.ca/api/access/datafile/922775,application/octet-stream,136849,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/mqol_wideformat.out,already_downloaded,,136849
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,qolltif_mi.out,https://borealisdata.ca/api/access/datafile/922780,application/octet-stream,28345,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/qolltif_mi.out,already_downloaded,,28345
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,qolltif_mi_scores.out,https://borealisdata.ca/api/access/datafile/922774,application/octet-stream,7452,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/qolltif_mi_scores.out,already_downloaded,,7452
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,qolltif_tot_bysite.out,https://borealisdata.ca/api/access/datafile/922777,application/octet-stream,72007,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/qolltif_tot_bysite.out,already_downloaded,,72007
RCTC-02120,Borealis,10.5683/sp3/a4jg2r,qolltif_wideformat.out,https://borealisdata.ca/api/access/datafile/922771,application/octet-stream,106883,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02120/qolltif_wideformat.out,already_downloaded,,106883
RCTC-02392,DataverseNL,10.34894/g3koyt,1. Manuscript.zip,https://dataverse.nl/api/access/datafile/467031,application/zip,379499,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/1. Manuscript.zip,already_downloaded,,379499
RCTC-02392,DataverseNL,10.34894/g3koyt,2. Used Materials.zip,https://dataverse.nl/api/access/datafile/467033,application/zip,354,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/2. Used Materials.zip,already_downloaded,,354
RCTC-02392,DataverseNL,10.34894/g3koyt,3. Anonymized Raw Data.zip,https://dataverse.nl/api/access/datafile/467035,application/zip,634881,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,already_downloaded,,634881
RCTC-02392,DataverseNL,10.34894/g3koyt,4. Computer Code (Raw into Processed Data).zip,https://dataverse.nl/api/access/datafile/467034,application/zip,454,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/4. Computer Code (Raw into Processed Data).zip,already_downloaded,,454
RCTC-02392,DataverseNL,10.34894/g3koyt,5. Processed Used Data.zip,https://dataverse.nl/api/access/datafile/467038,application/zip,96031,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/5. Processed Used Data.zip,already_downloaded,,96031
RCTC-02392,DataverseNL,10.34894/g3koyt,6. Computer Code (Processed Data into Results).zip,https://dataverse.nl/api/access/datafile/467037,application/zip,14760,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/6. Computer Code (Processed Data into Results).zip,already_downloaded,,14760
RCTC-02392,DataverseNL,10.34894/g3koyt,7. README.txt,https://dataverse.nl/api/access/datafile/467032,text/plain,2456,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/7. README.txt,already_downloaded,,2456
RCTC-02392,DataverseNL,10.34894/g3koyt,8. Ethical Approval documents.zip,https://dataverse.nl/api/access/datafile/467036,application/zip,864096,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/8. Ethical Approval documents.zip,already_downloaded,,864096
RCTC-02392,DataverseNL,10.34894/g3koyt,9. Preregistration.zip,https://dataverse.nl/api/access/datafile/467030,application/zip,9952,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/9. Preregistration.zip,already_downloaded,,9952
RCTC-01905,Dryad,10.5061/dryad.zw3r2286c,Sup._Table_2.docx,https://datadryad.org/downloads/file_stream/616747,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14348,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-01905,Dryad,10.5061/dryad.zw3r2286c,Sup._Table_3.docx,https://datadryad.org/downloads/file_stream/616748,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13902,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-01905,Dryad,10.5061/dryad.zw3r2286c,Sup.Table_1.docx,https://datadryad.org/downloads/file_stream/616749,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14560,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-01479,Harvard Dataverse,10.7910/dvn/ntn7ky,2IUD paper data.tab,https://dataverse.harvard.edu/api/access/datafile/3783224,text/tab-separated-values,263541,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01479/2IUD paper data.tab,already_downloaded,,263541
RCTC-01479,Harvard Dataverse,10.7910/dvn/ntn7ky,2IUD variable specs.tab,https://dataverse.harvard.edu/api/access/datafile/3783225,text/tab-separated-values,2354,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01479/2IUD variable specs.tab,already_downloaded,,2354
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,acceptablity.xlsx,https://dataverse.harvard.edu/api/access/datafile/8103283,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,337520,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/acceptablity.xlsx,already_downloaded,,337520
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,adherence.tab,https://dataverse.harvard.edu/api/access/datafile/6959667,text/tab-separated-values,201744,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/adherence.tab,already_downloaded,,201744
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,adherence.xlsx,https://dataverse.harvard.edu/api/access/datafile/6959674,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,167560,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/adherence.xlsx,already_downloaded,,167560
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,baby_outcomes.xlsx,https://dataverse.harvard.edu/api/access/datafile/7070663,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20704,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/baby_outcomes.xlsx,already_downloaded,,20704
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,codebook_Acceptability.docx,https://dataverse.harvard.edu/api/access/datafile/8103284,application/vnd.openxmlformats-officedocument.wordprocessingml.document,17490,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/codebook_Acceptability.docx,already_downloaded,,17490
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,compilationcode_7Sep2022.do,https://dataverse.harvard.edu/api/access/datafile/6959671,application/x-stata-syntax,7929,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/compilationcode_7Sep2022.do,already_downloaded,,7929
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,dbs.tab,https://dataverse.harvard.edu/api/access/datafile/6959675,text/tab-separated-values,52356,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/dbs.tab,already_downloaded,,52356
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,dbs.xlsx,https://dataverse.harvard.edu/api/access/datafile/6959677,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,57541,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/dbs.xlsx,already_downloaded,,57541
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,MPYA Codebook_FINAL.xlsx,https://dataverse.harvard.edu/api/access/datafile/7679794,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,13154,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/MPYA Codebook_FINAL.xlsx,already_downloaded,,13154
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,Protocol_v2.9_Clean.doc,https://dataverse.harvard.edu/api/access/datafile/6959672,application/msword,929792,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/Protocol_v2.9_Clean.doc,already_downloaded,,929792
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,questionnaire.tab,https://dataverse.harvard.edu/api/access/datafile/6959676,text/tab-separated-values,586633,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/questionnaire.tab,already_downloaded,,586633
RCTC-01467,Harvard Dataverse,10.7910/dvn/ppqksw,questionnaire.xlsx,https://dataverse.harvard.edu/api/access/datafile/6959668,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,879232,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01467/questionnaire.xlsx,already_downloaded,,879232
RCTC-05031,Harvard Dataverse,10.7910/dvn/97hyq5,analysis data ---predict early criteria paper 2020-09-10.tab,https://dataverse.harvard.edu/api/access/datafile/4066995,text/tab-separated-values,14691,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05031/analysis data ---predict early criteria paper 2020-09-10.tab,already_downloaded,,14691
RCTC-01535,Harvard Dataverse,10.7910/dvn/cf2lgp,Base Aprepitant.xlsx,https://dataverse.harvard.edu/api/access/datafile/10213546,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,108447,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01535/Base Aprepitant.xlsx,already_downloaded,,108447
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,NHP Raw Data - 6 Wks FU.tab,https://dataverse.harvard.edu/api/access/datafile/6332114,text/tab-separated-values,45044,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/NHP Raw Data - 6 Wks FU.tab,already_downloaded,,45044
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,NHP Raw Data - Discharge.tab,https://dataverse.harvard.edu/api/access/datafile/6332119,text/tab-separated-values,49765,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/NHP Raw Data - Discharge.tab,already_downloaded,,49765
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,NHP Raw Data - Pre Op.tab,https://dataverse.harvard.edu/api/access/datafile/6332124,text/tab-separated-values,45904,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/NHP Raw Data - Pre Op.tab,already_downloaded,,45904
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,Raw Data Tocovid.tab,https://dataverse.harvard.edu/api/access/datafile/6332113,text/tab-separated-values,105388,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/Raw Data Tocovid.tab,already_downloaded,,105388
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,SF36 Raw Data - 6 Wks FU.tab,https://dataverse.harvard.edu/api/access/datafile/6332118,text/tab-separated-values,54802,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/SF36 Raw Data - 6 Wks FU.tab,already_downloaded,,54802
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,SF36 Raw Data - Discharge.tab,https://dataverse.harvard.edu/api/access/datafile/6332111,text/tab-separated-values,56293,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/SF36 Raw Data - Discharge.tab,already_downloaded,,56293
